label,F1_0,F1_1,F1_2,F2_0,F2_1,F2_2,F2_3,F2_4,F3_0,F3_1,F3_2,F3_3,F4_0,F4_1,F4_2,F4_3,F5_0,F5_1,F5_2,F6,F7_0,F7_1,F7_2,F8
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,ar,as,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,az,ba,bc,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,at,au,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,az,ba,bc,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,bb,bc,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,av,aw,ay,ba,bd,be,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bg,bi,bl,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bm,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bm,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bm,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,ay,ba,bc,bf,bh,bi,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,az,ba,bc,be,bg,bj,bk,bn,bp,bq,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,az,ba,bc,be,bg,bj,bk,bn,bo,br,bs,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,az,ba,bc,be,bg,bj,bk,bn,bo,bq,bt,bv
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,az,ba,bc,be,bg,bj,bk,bn,bo,bq,bt,bu
1,ab,ac,ae,ah,ai,ak,am,ao,aq,as,au,ax,az,ba,bc,be,bg,bi,bl,bm,bp,bq,bs,bu
